text,language,label
"Ang partido nga nagamando, South West Africa People's Organisation (SWAPO), nagpabilin usab ang gidaghanon sa mga piliay sa parlyamento.",ceb_Latn,ham
Ang koalisyon ug mga tropa sa Afghan mibalhin ngadto sa lugar aron masiguro nga luwas ang lugar ug ang ubang sakayan sa kahanginan sa koalisyon gipadala aron motabang.,ceb_Latn,ham
"Nahitabo ang pagkahugno sa taas sa bukid nga patag, ug gitoohan nga mao kini ang resulta sa peligrosong sunog.",ceb_Latn,ham
Ang mga paningkamot sa pagpangita sa lugar nga nahagsaan kay gisabayan og dili maayong panahon ug lisod nga dalan.,ceb_Latn,ham
"Ang hinabang medikal nga Mangola, Medecines Sans Frontieres ug ang World Health Organization nag-ingon nga kini ang kinagrabehang pagkaylap sa sakit nga natala sa nasod.",ceb_Latn,ham
"Ang tigpamaba sa Medecines Sans Frontiere nga si Richard Veerman miingon: ""Ang Angola nagpadulong sa labing grabeng pagkaylap ug nagpabilinng grabe kaayo ang sitwasyon sa Angola,"" ingon niya.",ceb_Latn,ham
"Ang mga dula gisugdan sa alas 10:00 sa buntag nga adunay maayong panahon, walay apil ang pagtaligsik tunga-tunga sa buntag nga dali nahanaw, kini usa ka hingpit nga adlaw alang sa 7 nga rugby.",ceb_Latn,ham
"Ang Habagatang Africa, nga pinakaunang na-seed sa torneyo nagsugod sa saktong dagan sa dihang nakuha niini ang komportableng 26 - 00 nga kadaugan batok sa ika-5 nga na-seed ang Zambia.",ceb_Latn,ham
"Nagtinguha nga malig-on nga dula sa dula batok sa southern sisters, miarang-arang ang South Africa nga samtang nagpadayon ang torneyo.",ceb_Latn,ham
"Nagpalahi sa ilaha sa kadaghanan ang ilang disiplinadong depensa, kahanas sa pagdala sa bola, ug maayo kaayong pagtinabangay ug klaro nga kini ang team ang kinahanglan pildihon.",ceb_Latn,ham
Nagsulti ang mga opisyales sa lungsod sa Amsterdam ug Anne Frank Museum nga nataptan ang kahoy og fungus ug makadaot kini sa panglawas sa publiko ug nangatarongan sila nga nameligro kining matumba.,ceb_Latn,ham
"Natakda na kini nga putlon karong Martes, apan nasalbar human sa dali-daling pagmado sa korte.",ceb_Latn,ham
"Ang tanan nga mga alagianan sa langub, nga ginganlan og ""Ang Pito ka Mag-igsoon nga Babaye"", kay labing menos 100 to 250 metro (328 hangtod 820 piye) ang diametro.",ceb_Latn,ham
Ginapakita sa mga infrared nga imahe nga ang mga pagkalainlain sa temperatura sa gabii ug sa adlaw nagapakita nga lagmit mga langub kini.,ceb_Latn,ham
Mas bugnaw sila kaysa sa palibot nga ibabaw sa adlaw ug mas init sa gabii.,ceb_Latn,ham
"Ang ilang init nga kinaiya kay dili pareho sa ubang kweba sa kalibutan nga pareho ra og temperatura, apan pareho kini sa mga lawom nga bangag sa yuta,"" ingon ni Glen Cushing sa United States Geological Survey (USGS) Astrogeology Team og sa Northern Arizona University nga nahimutang sa Flagstaff, Arizona.",ceb_Latn,ham
"Sa Pransya, ang pagboto kay naandang usa ka dili modernong kasinatian: ang mga botante magpalain sa usa ka booth, magbutang og na-printar nga palid sa papel nga nagapakita sa ilang kandidatong napili sa usa ka sobre.",ceb_Latn,ham
"Pagkahuman nga mapanghimatud-an sa mga opisyal ang pagkatawo sa botante, ihulog sa botante ang sobre sa kahon sa balota ug pirmahan ang vote roll.",ceb_Latn,ham
Ang elektoral nga balaod sa Pransiya hugot nga nagasusi sa mga pamaagi.,ceb_Latn,ham
"Sukad 1988, kinahanglan nga sihag ang mga kahon sa balota aron makasaksi ang mga botante ug tigpaniid nga walay mga sobre sa pagsugod sa pagboto ug walay madugang nga mga sobre pwera lang sa mga husto nga naihap ug gitugutan nga mga botante.",ceb_Latn,ham
"Ang mga kandidato mahimong magpadala og mga representante aron makita ang matag bahin sa proseso. Sa gabii, ihapon ang mga boto sa mga bolunter ilawom sa striktong pagdumala, ug pagsunod sa mga pihong paagi.",ceb_Latn,ham
"Ang ASUS Eee PC, nga bag-o lang gilansad sa tibuok kalibutan alang sa pagtipig sa gasto ug functionality nga mga hinungdan, nahimo kining usa ka init nga hilisgutan sa 2007 nga Buwan sa IT sa Taipei.",ceb_Latn,ham
Apan ang merkado nga mapalitan og laptop nga kompyuter kay magkadaiya ug mausab pagkahuman nahatagan og ganti ang Asus sa 2007 Taiwan Sustainable Award gikan sa Executive Yuan sa Republic of China.,ceb_Latn,ham
"Gilarawan sa web site sa istasyon ang pasundayag nga ""daang istilong teatro sa radyo nga adunay bag-o ug makalilisang nga geeky nga spin!""",ceb_Latn,ham
"Sa mga nahaunang adlaw niini, ang pasundayag gipakita ra sa dugay nang internet site sa radyo nga TogiNet Radyo, usa ka site nga nag-pokus sa pakigpulong sa radyo.",ceb_Latn,ham
"Sa hinapos sa 2015, gihimong subsidiyaryong estasyon sa TogiNet ang AstroNet Radio.",ceb_Latn,ham
"Sa sugod, mga bag-ohan nga aktor sa tingog ang gina-feature sa programa, mga lokal sa East Texas.",ceb_Latn,ham
"Ang kaylap nga pagpangawat gikatahong nagpadayon gabii, ingon nga ang mga tinugyanan sa balaod wala diha sa mga kadalanan sa Bishkek.",ceb_Latn,ham
"Gihulagway sa usa ka tigpaniid nga ang Bishkek nagabalhog sa estado sa ""anarkiya"", sa dihang naglaroy-laroy ang hugpong sa mga tawo sa kadalananan ug nangawkaw og mga baligya sa mga tindahan.",ceb_Latn,ham
Daghang mga residente sa Bishkek ang mibasol sa mga nagprotesta gikan sa habagatan tungod sa pagkamalinapason.,ceb_Latn,ham
"Nabuntog sa Habagatang Aprika ang All Blacks (New Zealand) sa usa ka rrugby union sa Tri Nations nga sangka sa Royal Bafokeng Stadium sa Rustenburg, Habagatang Aprika.",ceb_Latn,ham
"Ang kataposang iskor kay usa lamang ka puntos ang lamang nga kadaugan, 21 sa 20, nga nagtapos sa 15 ka sunod-sunod nga kadaugan sa All Blacks.",ceb_Latn,ham
"Alang sa Springboks, kini ang nagtapos sa lima ka sunod-sunod nga kapildihan.",ceb_Latn,ham
"Kini ang katapusang duwa alang sa All Blacks, nga nakadaog na sa tropeyo duha ka semana ang milabay.",ceb_Latn,ham
"Ang katapusang dula sa serye himuon sa Ellis Park sa Johannesburg sunod semana, sa dihang ang Springboks magdula batok sa Australia.",ceb_Latn,ham
Usa ka kasarangang linog ang niuyog sa kasadpang Montana sa alas 10:08 sa gabii niadtong Lunes.,ceb_Latn,ham
Walay direktang mga taho bahin sa pagkaguba ang nadawat sa United States Geological Survey (USGS) ug National Earthquake Information Center.,ceb_Latn,ham
"Ang linog kay nasentro sa mga 20 ka kilometro (15 ka milya) sa amihanan-amihanang-sidlakan sa Dillon, ug mga 65 ka kilometro (40 ka milya) sa habagatan sa Butte.",ceb_Latn,ham
"Ang makamatay nga flu sa mga tawo, H5N1, kay gikumpirma nga nakatakod kini og usa ka patay nga itik, nakit-an pagka-Lunes, sa usa ka marshland duol sa Lyon sa may silangan sa Pransiya.",ceb_Latn,ham
"Ang Pransiya ang ikapitung nasod sa European Union nga nag-antos sa kaning virus; sunod sa Austria, Alemanya, Slovenia, Bulgaria, Greece, ug Italya.",ceb_Latn,ham
Nagpabiling dili kumpirmado ang mga suspetsadong kaso sa H5N1 sa Croatia ug Denmark.,ceb_Latn,ham
"Gisumbong sa mga kamara ang Diyos alang sa ""kaylap nga kamatayon, pagkaguba ug pag-terorista sa milyon-milyon nga mga lumulupyo sa Yuta.""",ceb_Latn,ham
"Si Chambers, usa ka agnostic, nangatarungan nga ang iyang kiha ""walay pulos"" ug ""ang bisan kinsa mahimong mokaso sa bisan kinsa.""",ceb_Latn,ham
"Ang istorya nga gipresentar sa opera sa France, ni Camille Saint-Saens, kay bahin sa usa ka artista ""Nga gidiktar ang kinabuhi sa gugma sa droga ug Japan"".",ceb_Latn,ham
"Ingon usa ka sangputanan, ang mga nagpasundayag nagsigarilyo og marijuana sa entablado, ug ang teatro mismo ang nagdasig sa mga tumatan-aw nga moapil.",ceb_Latn,ham
"Ang Kanhing Speaker sa Kongreso sa Balaoranan nga si Newt Gingrich, gobernador sa Texas nga si Rick Perry, ug Kongresistang si Michele Bacmann kay sunod-sunod nga nakalampos sa ika-upat, ika-lima, ug ika-unom nga posisyon.",ceb_Latn,ham
"Pag-abot sa mga resulta, gidayeg ni Gingrich si Santorum, apan adunay malisud nga mga pulong alang kang Romney, nga sa iyang ngalan gipakita ang mga dili maayo nga mga advertisement sa kampanya sa Iowa kontra sa Gingrich.",ceb_Latn,ham
"Gipahayag ni Perry nga siya ""mobalik sa Texas aron susihon ang mga resulta sa caucus karong gabhiona, motino kon adunay agianan sa unahan alang sa akong kaugalingon diri nga lumba"", apan sa ulahi miingon nga magpabilin siya sa pagdagan ug makigkompetensya sa Enero 21 nga panguna sa South Carolina.",ceb_Latn,ham
"Nagdesisyon si Bachmann, nga nakadaog sa Ames Straw Pall kaniadtong Agosto, nga undangon ang iyahang kampanya.",ceb_Latn,ham
"Ang photographer gidala sa Ronald Reagan UCLA Medical Center, diin pagkahuman namatay siya.",ceb_Latn,ham
"Nabalita nga nag-edad siya og mga 20 anyos. Sa usa ka pahayag, si Bieber nag-ingon, ""bisan nga wala ko o wala koy direktang kalambigitan sa kining masulob-ong aksidente, ang akong hunahuna ug pag-ampo anaa ngadto sa pamilya sa biktima.""",ceb_Latn,ham
"Ang website sa pangkalingawang balita nga TMZ nakasabot nga gihunong sa litratista ang iyang sakyanan sa pikas balhin sa Sepulveda Boulevard ug misulay sa pagkuha og litrato sa hununganan sa pulisya sa wala pa mitabok sa dalan ug nagpadayon, nag-aghat sa California Highway Patrol nga opisyal sa pulis nga nagdumala sa hununganan sa trapiko sa pagmando kaniya sa pagbalik og tabok, makaduha.",ceb_Latn,ham
"Ingon sa pulis, ang drayber sa sakyanan nga nakaigo sa maniniyot dili tingali mag-atubang og mga kasong kriminal.",ceb_Latn,ham
"Tungod kay napulo ug walo lang ka medalya ang makuha sa usa ka adlaw, daghang mga nasod ang napakyas sa pagsaka sa tungtonganan sa medalya.",ceb_Latn,ham
"Nalakip niini ang Netherlands, diin si Anna Jochemsen nahuman nga ikasiyam sa standing class sa kababayen-an sa Super-G kagahapon, ug ang Finland diin si Katja Saarinen nahuman nga ikanapulo sa susamang kalihukan.",ceb_Latn,ham
Natapos si Mitchell Gourley sa Australia sa ikanapulog-usa sa standing Super-G sa mga lalaki. Ang kakompetensya sa Czech nga si Oldrich Jelinek kay natapos sa ikanapulog-unom sa sitting Super-G sa mga lalaki.,ceb_Latn,ham
Nahuman nga ika-kinse si Arly Velasquez sa Mexico sa panglalaking sitting Super-G. Si Adam Hall sa New Zealand nahuman nga ika-siyam sa panglalaking standing Super-G.,ceb_Latn,ham
Nakahuman sa ikanapulo ug tulo sa Super-G ang tig-iski nga adunay diperensya sa panan-aw nga representante sa mga lalaki sa Poland nga si Maciej Krezel ug giyang si Anna Ogarzynska. Nahuman usab si Jong Seork Park sa South Korea sa baynte sa ikakawhaag-upat sa panlalaking nagtindog nga Super-G.,ceb_Latn,ham
"Ang mga tigpatunhay sa kalinaw sa Hiniusang Kanasoran, kinsa miabot sa Haiti pagkahuman sa linog sa 2010, kay ginabasol sa pagkaylap sa sakit nga nagsugod duol sa kampo sa tropa.",ceb_Latn,ham
"Pinauyon sa kiha, ang basura nga migikan sa kampo sa UN kay wala nalimpyo og tarong, hinungdang nakasulod ang bakterya sa kasikbit sa Artibonite River, usa sa labing dako sa Haiti.",ceb_Latn,ham
"Sa wala pa miabot ang mga tropa, wala nakasita og mga problemang naglabot sa maong sakit ang Haiti sukad sa 1800.",ceb_Latn,ham
Ang Haitian Institute for Justice and Democracy nagpakisayod sa independenteng pagtuon nga nagsugyot sa wala nahibal-an nga ang Nepalese UN Peacekeeping Battalion mao ang nagdala sa sakit ngadto sa Haiti.,ceb_Latn,ham
"Si Danielle Lantagne, usa ka eksperto sa UN bahin sa sakit, nag-ingon nga posibleng ang mga tigpatunhay sa kalinaw ang rason sa pagkaylap.",ceb_Latn,ham
Gipamatud-an ni Hamilton nga gidawat sa Howard University Hospital ang mga pasyente sa lig-on nga kondisyon.,ceb_Latn,ham
"Ang pasyente nakaadto sa Nigeria, diin adunay mga kaso sa virus nga Ebola.",ceb_Latn,ham
"Misunod ang ospital sa protokol sa pagkontrol sa inpeksyon, lakip na ang pagbulag sa mga pasyente gikan sa uban aron malikayan ang posible nga impeksyon sa uban.",ceb_Latn,ham
"Sa wala pa The Simpsons, nagtrabaho na si Simon sa daghang mga programa nga lain-lain ang posisyon.",ceb_Latn,ham
"Sa mga tuig 1980, nagtrabaho siya sa mga pasundayag sama sa Taksi, Cheers, ug The Tracey Ullman Show.",ceb_Latn,ham
"Sa 1989, nitabang siya og himo sa The Simpsons kauban sila Brooks ug Groening, ug responsable sa pag-hire sa unang hugpong sa tigsuwat sa programa.",ceb_Latn,ham
"Bisan pa og nibiya kini sa pasundayag kaniadtong 1993, gipadayon niini ang titulo sa pagka-executive producer, ug nipadayon kini og dawat sa milyonmilyong dolyares nga mga royalty kada season.",ceb_Latn,ham
"Sayo niana, ang ahensya sa balita sa China nga Xinhua nagtaho nga ma-hijack ang eroplano.",ceb_Latn,ham
"Ang pinaka-ulahi nga mga taho kay miingon nga nakadawat ang eroplano og hulga sa bomba ug gipabalik sa Afghanistan, nga mitugpa sa Kandahar.",ceb_Latn,ham
Nagkanayon ang sayong mga taho nga gipabalik ang eroplano ngadto sa Afghanistan human wala gitugtan og emerhensiyang pag-landing sa Ürümqi.,ceb_Latn,ham
"Ang mga aksidente sa kahanginan komon sa Iran, nga adunay nagkatiguwang nga armada nga wala natarong og mentinar alang sa sibil ug militar nga mga operasyon.",ceb_Latn,ham
Ang mga internasyonal nga silot nagpasabut nga dili mapalit ang bag-ong mga eroplano.,ceb_Latn,ham
"Sayo ning semanaha, tulo ang namatay sa pagkahugno sa pampulis nga helikopter ug tulo pa ang samaran.",ceb_Latn,ham
"Sa miaging bulan nasinati sa Iran ang kinagrabehang katalagman sa kahanginan sa daghang mga tuig sa pagkahugno sa usa ka eroplanong padulong sa Armenia, nga nakapatay og 168 nga sakay.",ceb_Latn,ham
"Sa pareho nga buwan, adunay usa pa ka eroplanong nag-overrun sa runway sa Mashhad unya mibangga sa bung-bong, diin disisyete ang namatay.",ceb_Latn,ham
Gikansela sa Aerosmith ang ilang mga nahibiling mga konserto sa ilang panaw.,ceb_Latn,ham
Ang rock band mosuroy sa Estados Unidos ug Canada hangtod sa Septembre 16.,ceb_Latn,ham
Gikanselar nila ang paglibot human ang pangunang mag-aawit nga si Steven Tyler kay naangol human siya nahulog sa entablado samtang nagpasundayag kaniadtong Agosto 5.,ceb_Latn,ham
Napildi si Murray sa unang set pinaagi sa tie break pagkahuman nakadaog ang duha ka lalaki sa kada serve sa set.,ceb_Latn,ham
"Si Del Potro naay mas unang bentahe sa ikaduhang set, apan kini nangihanglan pod og tie break human moabot sa 6-6.",ceb_Latn,ham
Gitambalan ang abaga ni Potro niing puntoha apan nakabalik ra gihapon siya sa dula.,ceb_Latn,ham
Nagsugod ang programa alas 8:30 p.m. sa lokal nga oras (15.00 UTC).,ceb_Latn,ham
"Nagpresentar ang mga sikat nga mag-aawit sa tibuok nasod og mga bhajan, o mga kanta sa paghalad, sa mga tiil ni Shri Shyam.",ceb_Latn,ham
"Gisugdan sa mag-aawit nga si Sanju Sharma ang kagabhion, ug gisundan usab ni Jai Shankar Choudhary. Gipasundayag sad ni Lakkha Singh ang chhappan bhog bhajan. Uban niya ang mag-aawit nga si Raju Khandelwal.",ceb_Latn,ham
"Unya, nanguna si Lakkha Singh sa pag-awit sa mga bhajan.",ceb_Latn,ham
"108 ka mga plato sa Chhappan Bhog (sa Hinduismo, 56 ka lainlaing mga makaon, sama sa, mga tam-is, mga prutas, mga mani, ug uban pang mga pagkaon nga gitanyag sa diyos) ang gihalad kang Baba Shyam.",ceb_Latn,ham
Gipasundayag usab ni Lakkha Singh ang chhappan bhog bhajan. Giubanan siya sa mag-aawit nga si Raju Khandelwal.,ceb_Latn,ham
"Atol sa presentasyon kaniadtong Huwebes sa Tokyo Game Show, gipadayag sa pangulo sa Nintendo nga si Satoru Iwata ang laraw sa controller alang sa bag-ong Nintendo Revolution console sa kompanya.",ceb_Latn,ham
"Kaamgid ang hitsura sa remote sa telebisyon, nagagamit ang controller og duha ka mga sensor nga gibutang duol sa telebisyon sa nagagamit aron matriyanggulo ang posisyon niini sa three-dimensional space.",ceb_Latn,ham
Gitugutan niini ang pagkontrol sa mga player sa mga aksyon ug paglihok sa mga video game pinaagi sa paglihok sa gadyet sa hangin.,ceb_Latn,ham
Nawad-an og kontrol si Giancarlo Fisichella sa iyang sakyanan ug gihuman dayon ang karera wala madugay human kini nagsugod.,ceb_Latn,ham
"Ang iyang ka-team nga si Fernando Alonso kay nag-una sa halos katibuk-an sa lumba apan naundang kini human sa iyang paghunong, tingali tungod sa maot nga pagkataud sa tuong ligid sa atubangan.",ceb_Latn,ham
"Gihuman ni Michael Schumacher ang iyang lumba wala madugay human ni Alonso, tungod sa kadaot sa suspensyon sa daghang panagsangka sa panahon sa lumba.",ceb_Latn,ham
"""Matahom kaayo siya ug maayo usab moawit,"" siya nagkanayon matod pa sa transkripto sa komperensiya sa prensa.",ceb_Latn,ham
"""Matandog ko matag higayon nga mag-ensayo mi niini, gikan sa ilawom sa akong kasingkasing.""",ceb_Latn,ham
"Mga 3 minutos bag-o ang paglusad, usa ka kamerang naa sa sulod ang nagpakita og daghang piraso sa espongha para sa insulasyon nga mibulag gikan sa tanke sa gasolina.",ceb_Latn,ham
"Apan, gituohan nga dili kini ang hinungdan sa bisan unsang kadaot sa salakwanang.",ceb_Latn,ham
"Ang hepe sa programa sa shuttle sa NASA nga si N. Wayne Hale Jr. miingon nga ang espongha nahulog ""human sa oras nga gikabalak-an nato.""",ceb_Latn,ham
"Lima ka minuto ngadto sa display ang usa ka hangin nagsugod sa paghuros, mga usa ka minuto ang milabay, ang hangin miabot sa 70km/h... pagkahuman miabot ra gayud ang ulan, apan kusog ug dako kini nga mosagpa sa imong panit sama sa usa ka dagum, pagkahulog sa ulan nga yelo gikan sa ang langit, ang mga tawo nag-panic ug nagsiyagit ug nagdinaganay sa usag usa.",ceb_Latn,ham
"Namatay ang akong igsoong nga babaye ug iyang amiga, ug sa akong giagian, adunay duha ka baldado nga mga tawo nga naa sa mga wheelchair, nga giambakan ug giduot sa mga tawo,"" ingon ni Armand Versace.",ceb_Latn,ham
"Gitaho usab sa NKH nga ang nukleyar nga planta sa Kashiwazaki Kariwa, distrito sa Niigata normal nga naglihok.",ceb_Latn,ham
Wala magtaho ang Hokuriku Electric Power Co. bahin sa mga epekto sa linog ug nga gipawong na nila ang Numero 1 ug 2 nga mga reaktor sa ilang plantang nukleyar sa Shika.,ceb_Latn,ham
Gikataho nga mga 9400 ka balay sa rehiyon ang walay tubig ug gibana-banang 100 ang walay kuryente.,ceb_Latn,ham
"Nadaot ang ubang dalan, nahunong ang serbisyo sa riles sa mga apektadong lugar, ug nagpabiling sirado ang Noto Airport sa Ishikawa prefecture.",ceb_Latn,ham
Usa ka bomba ang ningbuto sa gawas sa opisina sa gobernador heneral.,ceb_Latn,ham
Tulo pa ka mga bomba ang mibuto duol sa mga bilding sa gobyerno sulod sa duha ka oras.,ceb_Latn,ham
"Ang ubang mga taho nagtala nga walo ang gidaghanon sa nangamatay, ug ang opisyal nga mga taho nagpamatuod nga miabot sa 30 ang nasamdan, apan ang kaulahiang mga numero wala pa mahibal-an.",ceb_Latn,ham
Parehas nga nakit-an ang cyanuric acid ug melamine sa mga sampol sa ihi gikan sa mga binuhing hayop nga nangamatay human nila makaon ang kontaminadong pagkaon.,ceb_Latn,ham
"Ang duha ka compound ni-react sa matag usa aron moporma og mga kristal nga pwede mobabag sa paggana sa bato, ingon ang mga tagapanukiduki sa unibersidad.",ceb_Latn,ham
Giobserbahan sa mga tigdukiduki ang mga kristal nga naporma sa ihi sa iring pinaagi sa pagdugang og melamine ug cyanuric nga asido.,ceb_Latn,ham
Ang komposisyon niining mga kristal mitukma didto sa nakita sa ihi sa mga apektadong binuhing hayop sa dihang gitandi sa infrared spectroscopy (FTIR).,ceb_Latn,ham
"Wala ko kabalo kon nahibal-an nimo kini o wala, apan kasagaran sa mga butang nga gikan sa Central America kay naabot diri nga nasud nga walay buhis.",ceb_Latn,ham
"Bisan pa, kawaloan ka porsyento sa among mga kabtangan ang gibuhisan pinaagi sa mga taripa sa mga nasod sa Sentral Amerika. amo kang gitagad.",ceb_Latn,ham
Mura og dili gyud kato makataronganon para nako; dili gyud siya patas.,ceb_Latn,ham
Ang ako lang masulti sa mga tawo kay tratuha mi sa samang paagi sa pagtrato namo ninyo.,ceb_Latn,ham
Gipirmahan aron mahimong balaod sa Gobernador sa California nga si Arnold Schwarzenegger ang pagdili sa pagbaligya o pagpa-abang sa mapintas nga mga video game sa mga menor de edad.,ceb_Latn,ham
"Sumala sa balaodnon, ang mga bayolenteng mga dula sa video nga gibaligya sa estado sa California kinahanglan nga gimarkahan og mabasang disenyo nga ""18"" ug ang mobaligya niini ngadto sa menor de edad silotan pinaagi sa multa nga $1000 matag kalapasan.",ceb_Latn,ham
"Ang Direktor sa Public Relations, Kier Stamer QC, naghatag og pahayag karong buntag sa pagpahibalo sa prosekusyon nila Huhne ug Pryce.",ceb_Latn,ham
Si Huhne miluwat sa katungdanan ug pulihan siya sa Gabinete ni Ed Davey MP. Si Norman Lamb MP kay gilauman nga mao ang mopuli sa trabaho sa pagka-Ministro sa Negosyo nga gibiyaan ni Davey.,ceb_Latn,ham
Sila Huhne ug Pryce naka-skedyul nga magpakita sa Westminster Magistrates Court sa Pebrero 16.,ceb_Latn,ham
"Ang nangamatay kay sila Nicholas Alden, 25, ug Zachary Cuddeback, 21. Si Cuddeback mao ang nag-drayb.",ceb_Latn,ham
Si Edgar Veguilla nakaangkon og samad sa bukton ug apapangig samtang si Kristoffer Schneider nahabiling nanginahanglan og reconstructive surgery alang sa iyang nawong.,ceb_Latn,ham
"Napakyas ang hinagiban ni Uka samtang gitutok sa ulo sa ikalimang tawo. Nakabati ug padayon na kasakit si Schneider, pagkabuta sa usa ka mata, pagkawala ug usa ka seksyon sa bungo sa ulo ug nawong nga gihimo pag-usab gikan sa titanyum.",ceb_Latn,ham
Si Schneider kay nagpamatuod pinaagi sa videolink gikan sa usa ka base sa USAF sa iyang yutang natawhan.,ceb_Latn,ham
"Human sa kalihokan sa Miyerkules, nakigtigi si Carpanedo sa duha ka indibidwal nga mga lumba sa mga Kampeyonato.",ceb_Latn,ham
"Ang pinakauna niyang lumba mao ang Slalom, diin nakadawat siya og Did Not Finish sa iyahang unang pagdagan. Ang 36 sa 116 nga mga kakompetensya adunay samang resulta sa maong lumba.",ceb_Latn,ham
"Ang iyang laing lumba, ang Giant Slalom, nakatapos siya sa ikanapulo sa grupo sa mga naglingkod nga kababayen-an nga adunay hiniusang oras sa pagdagan nga 4:41.30, 2:11.60 ka minuto nga mas hinay kaysa sa unang pwesto nga nakahuman nga ang Austrian nga si Claudia Loesch ug 1:09.02 ka minuto nga mas hinay kaysa sa ikasiyam nga nakahuman nga si Gyöngyi Dani gikan sa Hungary.",ceb_Latn,ham
"Upat ka tig-iski sa grupo sa mga babaye ang wala nakahuman sa ilang dagan, ug 45 sa kinatibuk-an nga 117 tig-iski sa Giant Slalom ang wala nakakuha og ranggo sa lumba.",ceb_Latn,ham
Nabawi sa Madhya Pradesh Police ang gikawat nga laptop ug mobile phone.,ceb_Latn,ham
"Si Deputy Inspector General D K Arya nagkanayon, ""Giaresto namo ang lima ka tawong nipanamastamas sa babayeng Swiss ug among nabawi ang iyahang selpon ug laptop"".",ceb_Latn,ham
"Ang mga akusado kay gihinganlan nga si Baba Kanjar, Bhutha Kanjar, Rampro Kanjar, Gaza Kanjar ug Vishnu Kanjar.",ceb_Latn,ham
Miingon ang superintendente sa kapolisan nga si Chandra Shekhar Solanki nga ang mga akusado kay mitambong sa korte nga gitabonan ang mga nawong.,ceb_Latn,ham
"Bisan pa og tulo ka tawo ang sulod sa balay atong mibangga ang awto niini, walay nasakitan sa ilaha.",ceb_Latn,ham
"Apan, nakaangkon ang drayber og grabeng samad sa iyahang ulo.",ceb_Latn,ham
Ang dalan diin nahitabo ang pagkahugno temporaryong gisirado samtang ang mga serbisyo sa emerhensya nagapagawas sa nagmaneho gikan sa pula nga Audi TT.,ceb_Latn,ham
Siya una gi-ospital sa James Paget Hospital sa Great Yarmouth.,ceb_Latn,ham
Gibalhin dayon siya sa Addenbrooke's Hospital sa Cambridge.,ceb_Latn,ham
Si Adekoya aduna didto sa Edinburgh Sherrif Court ug gipasulongan ug kaso sa pagpatay sa iyang anak.,ceb_Latn,ham
"Anaa siya sa kustodiya samtang naghulat sa pagtaral og pagsuway, apan mahimong mahugawan ang bisan unsang ebidensya sa saksi tungod kay gipublikar na nga maayo ang iyahang imahe.",ceb_Latn,ham
Kini ang naandan nga buhat sa bisan diin sa UK apan lahi ang pamaagi sa hustisya sa Scotland ug giisip sa mga korte nga posibleng makadaot ang pagmantala sa mga litrato.,ceb_Latn,ham
"Gisulat ni Propesor Pamela Ferguson sa University of Dundee, ""ang mga tigbalita ingon sa naglakaw sa delikadong dalan ug mas delikado pa kon magmantala pa sila sa mga hulagway ug uban pa sa mga suspetsado.""",ceb_Latn,ham
"Ang Crown Office, nga mao ang kinatibuk-ang katungdanan sa prosekusyon, gipakita sa mga tigbalita nga wala’y dugang nga komento nga himuon bisan hangtod sa pagsumbong.",ceb_Latn,ham
"Ang dokumento, matud pa sa nag-leak, kay mohisgot sa bikil sa mga utlanan, nga gusto makuha sa Palestine base sa mga utlanan sa wala pa ang 1967 Mideast War.",ceb_Latn,ham
Ang ubang mga ulohan nga ginahisgotan gitahong nalakip ang umaabot nga kahimtang sa Jerusalem diin sagrado sa duha ka mga nasod ug ang Jordan Valley nga isyu.,ceb_Latn,ham
Ang Israel nangayo og padayon nga presensya sa militar sa walog sa napulo ka tuig kon mapirmahan na ang kasabutan samtang ang PA niuyon nga mobiya sa maong presensya sa lima ra ka tuig.,ceb_Latn,ham
"Ang mga tigpusil sa suplementaryo nga trial sa paggpugong sa peste hugot nga gidumalaan sa mga ranger, ingon man gibantayan ang trial ug ang pagka-epektibo niini gisusi.",ceb_Latn,ham
"Sa panaghugbong sa NPWS ug sa Sporting Shooters Association of Aiustralia (NSW) Inc, girekluta ang mga kwalipikadong boluntaryo, ubos sa pagpangayam nga programa sa Sporting Shooters Association.",ceb_Latn,ham
"Ingon si Mick O'Flynn, ang Acting Director sa Park Conservation and Heritage uban ang NPWS, ang upat ka mamusilay nga gipili sa unang operasyon sa pagpamusil nakadawat og komprehensibo nga panudlo sa kahilwasan ug pagbansay.",ceb_Latn,ham
Nanumpa kagahapon si Martelly sa bag-ong Provisional Electoral Council (CEP) sa siyam ka miyembro.,ceb_Latn,ham
Mao na kini ang ikalimang CEP ni Martelly sulod sa upat ka tuig.,ceb_Latn,ham
"Sa miaging buwan, usa ka komisyon sa presidente ang nagrekomendar sa miaging resignasyon sa CEP isip parte sa usa ka hugpong sa mga pamaagi para makalihok ang nasod padung sa bag-o nga mga eleksyon.",ceb_Latn,ham
Ang komisyon mao ang tubag ni Martelly sa kaylap nga mga protesta kontra-rehimen nga nagsugod kaniadtong Oktubre.,ceb_Latn,ham
"Ang usahay-mapintas na mga protesta napukaw sa kapakyasan sa paghimo og eleksyon, ang uban gikan pa kaniadtong 2011.",ceb_Latn,ham
"Dul-an sa 60 ka mga kaso sa dili maayo nga pag-init sa iPod ang nataho, hinungdan sa total sa unom nga sunog ug upat ka mga tawo ang makaagom og gagmayng mga paso.",ceb_Latn,ham
